"ID","MRKT_NM","CTPRVN_NM","SIGNGU_NM","LEGALDONG_CD","LEGALDONG_NM","ADSTRD_CD","ADSTRD_NM","ROAD_NM_CD","FCLTY_ROAD_NM_ADDR","ZIP_NO","GID_CD","FCLTY_LA","FCLTY_LO","MRKT_TY_CD","MRKT_OPER_PD","STORE_CO","MRKT_SLE_PRDLST_CN","USE_GCCT_CN","HMPG_URL","TOILET_EXST_AT","PRKPLCE_EXST_AT","MRKT_OPNNG_YEAR","REPRSNT_TEL_NO","SIGNGU_POPLTN_CO","SIGNGU_MRKT_CO","SIGNGU_STORE_CO","STORE_POPLTN_CO","FILE_NM","BASE_DE","KBS_URL_CN","MBC_URL_CN","SBS_URL_CN","NVRTV_URL_CN","KKOTV_URL_CN"
"KC603PO20N000000060","정우상가","경상남도","창원시 의창구","4812112800","용호동","4812155000","용지동","48","경상남도 창원시 의창구 원이대로 587(용호동)","51436","마라073931","35.2284140","128.6794813","상설장","매일","51.0","생필품","","","Y","N","2014","0552876101","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000061","대동그린코아상가","경상남도","창원시 성산구","4812312400","반지동","4812351000","반송동","48","경상남도 창원시 성산구 창원천로 288(반지동)","51423","마라064950","35.2452763","128.6697579","상설장","매일","68.0","생필품","온누리상품권","","Y","Y","1991","0552770999","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000062","반송시장","경상남도","창원시 성산구","4812312600","반림동","4812351000","반송동","48","경상남도 창원시 성산구 원이대로473번길 20-11(반림동)","51426","마라065939","35.2351339","128.6710497","상설장","매일","205.0","생필품, 과일, 생선 등","온누리상품권","","Y","Y","2005","0552750449","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000063","중앙시장","경상남도","창원시 성산구","4812312500","중앙동","4812352000","중앙동","48","경상남도 창원시 성산구 외동반림로126번길 50(중앙동)","51516","마라070930","35.2272054","128.6760568","상설장","매일","35.0","먹거리","온누리상품권","","Y","Y","1980","0552827009","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101403100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101403100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101306100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101262100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101229100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100552100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100533100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100490100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100490100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100460100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100460100001","","https://tv.naver.com/v/18437645?query=%EC%B0%BD%EC%9B%90+%EC%A4%91%EC%95%99%EC%8B%9C%EC%9E%A5&plClips=false:18437645:19118648:21888669:21718033:3010210:18383632:17265783:20994422:9315161:22058114:19192296:14098863:18301959:21935154:16968947:21720550:14193760:17938520:20669056:20662759:20660258:20544844:16961973:14676802:18561497:21276883:21751045:21748908:21561161:19692572:21718476:19681729:21198176:19983056:18328422:19534582:14186964:20267856:15588459:14174609","https://tv.kakao.com//channel/2653341/cliplink/419835662,https://tv.kakao.com//channel/2653341/cliplink/414947236,https://tv.kakao.com//channel/2653341/cliplink/400837932"
"KC603PO20N000000064","동성올림픽타운","경상남도","창원시 성산구","4812312500","중앙동","4812352000","중앙동","48","경상남도 창원시 성산구 중앙대로 77(중앙동)","51522","마라071925","35.2222334","128.6777326","상설장","매일","87.0","먹거리","온누리상품권","","Y","Y","1993","0552685605","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000065","창원캔버라타운","경상남도","창원시 성산구","4812312500","중앙동","4812352000","중앙동","48","경상남도 창원시 성산구 중앙대로61번길 4(중앙동)","51522","마라071923","35.2212330","128.6768275","상설장","매일","115.0","먹거리","온누리상품권","","Y","Y","1993","0552685015","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000066","덕산그린피아상가","경상남도","창원시 성산구","4812312500","중앙동","4812352000","중앙동","48","경상남도 창원시 성산구 용지로 64(중앙동)","51522","마라070924","35.2216809","128.6760246","상설장","매일","74.0","생필품, 먹거리","온누리상품권","","Y","Y","1996","0552790045","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000067","경창상가","경상남도","창원시 성산구","4812312700","상남동","4812352000","중앙동","48","경상남도 창원시 성산구 상남로 67(상남동)","51504","마라073922","35.2201651","128.6793262","상설장","매일","73.0","생필품, 먹거리","온누리상품권","","Y","Y","1982","0552874404","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000068","창원코아상가","경상남도","창원시 성산구","4812312700","상남동","4812352000","중앙동","48","경상남도 창원시 성산구 상남로 71(상남동)","51504","마라073923","35.2204424","128.6795415","상설장","매일","134.0","생필품, 먹거리","온누리상품권","","Y","Y","1997","0552820435","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000069","성원그랜드쇼핑상가","경상남도","창원시 성산구","4812312700","상남동","4812353000","상남동","48","경상남도 창원시 성산구 동산로 124(상남동)","51499","마라084922","35.2193735","128.6915928","상설장","매일","543.0","생필품, 먹거리","온누리상품권","","Y","Y","1994","0552673196","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000070","상남시장","경상남도","창원시 성산구","4812312700","상남동","4812353000","상남동","48","경상남도 창원시 성산구 마디미로 28(상남동)","51496","마라076925","35.2222149","128.6833800","상설장","매일+4일+9일","554.0","생필품, 과일, 생선 등","온누리상품권","","Y","Y","2000","0552621494","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_PS-2018053871-01-000_SC00&program_code=T2007-0188&program_id=PS-2018053871-01-000&section_code=05&broadcast_complete_yn=N","","","",""
"KC603PO20N000000071","대방덕산1차상가","경상남도","창원시 성산구","4812310500","대방동","4812354000","사파동","48","경상남도 창원시 성산구 대정로 131(대방동)","51463","마라098915","35.2136190","128.7068915","상설장","매일","67.0","생필품, 먹거리","온누리상품권","","Y","Y","1992","0552848262","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000072","조암시장","경기도","화성시","4159025621","우정읍","4159025600","우정읍","41","경기도 화성시 우정읍 조암남로 8","18567","다바392983","37.0821980","126.8170415","상설장+5일장","5일","515.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","온누리+지역사랑상품권","","Y","Y","1929","","853106.0","6.0","2289.0","373.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000073","무주시장(반딧불장터)","전라북도","무주군","4573025021","무주읍","4573025000","무주읍","45","전라북도 무주군 무주읍 장터로 2","55509","라마138786","36.0046480","127.6535860","5일장","5일","46.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,근린생활서비스,","지역사랑상품권","","Y","Y","1953","","24031.0","8.0","204.0","118.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020106405-01-000_SC00&program_code=T2000-0093&program_id=PS-2020106405-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/15051074?query=%EB%AC%B4%EC%A3%BC%EC%8B%9C%EC%9E%A5&plClips=false:18303809:18677763:21410895:10574503:18394189:5424489:737197:15051074:21410684:18721283:13971310:21411016:20750640:21408158:21408068:3311438:21196793:758381:16596745:16438298:15035985:22030815:8859446:21718569:9671664:16688093:21178809:21177587:21177346:21177860:19231004:20552573:20550069:19746090:13066501:20734040:747976:17242458:15900782:9224977,https://tv.naver.com/v/15051074?query=%EB%AC%B4%EC%A3%BC%EC%8B%9C%EC%9E%A5&plClips=false:18303809:18677763:21410895:10574503:18394189:5424489:737197:15051074:21410684:18721283:13971310:21411016:20750640:21408158:21408068:3311438:21196793:758381:16596745:16438298:15035985:22030815:8859446:21718569:9671664:16688093:21178809:21177587:21177346:21177860:19231004:20552573:20550069:19746090:13066501:20734040:747976:17242458:15900782:9224977","https://tv.kakao.com//channel/2653341/cliplink/411182436"
"KC603PO20N000000074","무풍시장(대덕산장터)","전라북도","무주군","4573031021","무풍면","4573031000","무풍면","45","전라북도 무주군 무풍면 현내로 213","55559","라마314748","35.9694532","127.8487939","상설장+5일장","5일","12.0","농산물,가공식품,음식점업,근린생활서비스,","지역사랑상품권","","Y","Y","1965","","24031.0","8.0","204.0","118.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000075","설천시장(삼도봉장터)","전라북도","무주군","4573032021","설천면","4573032000","설천면","45","전라북도 무주군 설천면 삼도봉로 11","55549","라마259792","36.0099046","127.7880190","상설장+5일장","5일","13.0","의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","Y","1988","","24031.0","8.0","204.0","118.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000076","안성시장(덕유산장터)","전라북도","무주군","4573034021","안성면","4573034000","안성면","45","전라북도 무주군 안성면 칠연로 37","55535","라마138633","35.8665673","127.6537555","상설장+5일장","5일","30.0","수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","Y","1950","","24031.0","8.0","204.0","118.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2017166490-01-000_SC03&program_code=T2000-0093&program_id=PS-2017166490-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020201268-01-000_MFSC2&program_code=T2000-0093&program_id=PS-2020201268-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020121189-01-000_SC00&program_code=T2000-0093&program_id=PS-2020121189-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020154547-01-000_MFSC3&program_code=T2007-0188&program_id=PS-2020154547-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/2205884?query=%EC%95%88%EC%84%B1%EC%8B%9C%EC%9E%A5&plClips=false:21031174:21471251:21180024:18852513:21697144:17768139:9827819:17872118:21727219:14770659:13366464:3287818:3682152:13010074:18303809:20261184:3372882:8603055:5424489:13163840:2205884:18820648:13560652:13014689:18875480:5147703:18900192:8436656:20757475:19506725:20344141:6004937:18886672:13157911:21474474:18852465:17772450:21129590:20876876:20793758,https://tv.naver.com/v/2205884?query=%EC%95%88%EC%84%B1%EC%8B%9C%EC%9E%A5&plClips=false:21031174:21471251:21180024:18852513:21697144:17768139:9827819:17872118:21727219:14770659:13366464:3287818:3682152:13010074:18303809:20261184:3372882:8603055:5424489:13163840:2205884:18820648:13560652:13014689:18875480:5147703:18900192:8436656:20757475:19506725:20344141:6004937:18886672:13157911:21474474:18852465:17772450:21129590:20876876:20793758",""
"KC603PO20N000000077","산서시장","전라북도","장수군","4574031021","산서면","4574031000","산서면","45","전라북도 장수군 산서면 보산로 1864-11","55647","다마905320","35.5844945","127.3958895","상설장+5일장","5일","12.0","농산물,수산물,의류 및 신발,가정용품,음식점업,기타소매업,","지역사랑상품권","","Y","Y","1953","","22099.0","6.0","175.0","126.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2016118963-01-000_SC02&program_code=T2000-0093&program_id=PS-2016118963-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2016118963-01-000_SC01&program_code=T2000-0093&program_id=PS-2016118963-01-000&section_code=05&broadcast_complete_yn=N","","","",""
"KC603PO20N000000078","장계시장","전라북도","장수군","4574033521","장계면","4574033500","장계면","45","전라북도 장수군 장계면 시장천변길 36","55616","라마074481","35.7294384","127.5822721","5일장","5일","44.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,","지역사랑상품권","","Y","Y","1931","","22099.0","6.0","175.0","126.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_LS-20190607191332-01-000_S003&program_code=T2000-0093&program_id=PS-2019085905-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/1581394?query=%EC%9E%A5%EA%B3%84%EC%8B%9C%EC%9E%A5&plClips=false:1581394:20222936:20221043:14360230:769045:769044",""
"KC603PO20N000000079","장수시장","전라북도","장수군","4574025021","장수읍","4574025000","장수읍","45","전라북도 장수군 장수읍 시장로 11","55632","라마015392","35.6491024","127.5174723","5일장","5일","34.0","농산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,","지역사랑상품권","","Y","Y","1977","","22099.0","6.0","175.0","126.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018176056-01-000_SC04&program_code=T2000-0093&program_id=PS-2018176056-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021041252-01-000_MFSC1&program_code=T2000-0093&program_id=PS-2021041252-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021135604-01-000_MFSC2&program_code=T2000-0093&program_id=PS-2021135604-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2019136456-01-000_SC04&program_code=T2000-0093&program_id=PS-2019136456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021134258-01-000_MFSC1&program_code=T2012-0739&program_id=PS-2021134258-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_LS-20151228160624-01-000_0426-SC04&program_code=T2007-0188&program_id=PS-2015063740-01-000&section_code=05&broadcast_complete_yn=N","http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1000835101961100003","","https://tv.naver.com/v/672716?query=%EC%9E%A5%EC%88%98%EC%8B%9C%EC%9E%A5&plClips=false:20133577:20315266:17728770:9839990:21417001:14985263:16223271:10742617:12216069:18327168:18697098:18739004:672716:748185:2869620:1503930:333850:9875710:18704604:16668667:555195:15250781:2720238:12659501:20161758:16223016:1503926:20153056:333852:20205847:333860:20198309:20111261:20127444:13402488:10675762:4911655:8973430:333849:18407235,https://tv.naver.com/v/2869620?query=%EC%9E%A5%EC%88%98%EC%8B%9C%EC%9E%A5&plClips=false:20133577:20315266:17728770:9839990:21417001:14985263:16223271:10742617:12216069:18327168:18697098:18739004:672716:748185:2869620:1503930:333850:9875710:18704604:16668667:555195:15250781:2720238:12659501:20161758:16223016:1503926:20153056:333852:20205847:333860:20198309:20111261:20127444:13402488:10675762:4911655:8973430:333849:18407235,https://tv.naver.com/v/672716?query=%EC%9E%A5%EC%88%98%EC%8B%9C%EC%9E%A5&plClips=false:20133577:20315266:17728770:9839990:21417001:14985263:16223271:10742617:12216069:18327168:18697098:18739004:672716:748185:2869620:1503930:333850:9875710:18704604:16668667:555195:15250781:2720238:12659501:20161758:16223016:1503926:20153056:333852:20205847:333860:20198309:20111261:20127444:13402488:10675762:4911655:8973430:333849:18407235,https://tv.naver.com/v/2869620?query=%EC%9E%A5%EC%88%98%EC%8B%9C%EC%9E%A5&plClips=false:20133577:20315266:17728770:9839990:21417001:14985263:16223271:10742617:12216069:18327168:18697098:18739004:672716:748185:2869620:1503930:333850:9875710:18704604:16668667:555195:15250781:2720238:12659501:20161758:16223016:1503926:20153056:333852:20205847:333860:20198309:20111261:20127444:13402488:10675762:4911655:8973430:333849:18407235","https://tv.kakao.com//channel/2653446/cliplink/300035681,https://tv.kakao.com//channel/2653471/cliplink/383554087,https://tv.kakao.com//channel/2653341/cliplink/393190517"
"KC603PO20N000000080","모래내시장(전주)","전라북도","전주시 덕진구","4511310400","인후동2가","4511355000","인후2동","45","전라북도 전주시 덕진구 모래내4길 8-3","54926","다마678597","35.8334403","127.1437029","상설장","-","224.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","blog.naver.com/mrn61261","Y","Y","","","317772.0","7.0","1369.0","232.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101204100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101142100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100909100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100808100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100693100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100660100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100492100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100492100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100401100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100401100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100386100003,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100386100002","","https://tv.naver.com/v/21345668?query=%EC%A0%84%EC%A3%BC+%EB%AA%A8%EB%9E%98%EB%82%B4%EC%8B%9C%EC%9E%A5&plClips=false:21345668:18820725:20451688:8964508:18909955:4348474:5472769:9538158:9551054:20132856:18356641:9551064:17333115:16031408:8075841:9543802:9543576:3331870:13344305:13354372:3327273:8838145:16837559:13095172:11780633","https://tv.kakao.com//channel/2653341/cliplink/398059599,https://tv.kakao.com//channel/2653341/cliplink/398274644,https://tv.kakao.com//channel/2653471/cliplink/399797321,https://tv.kakao.com//channel/2653378/cliplink/416499104,https://tv.kakao.com//channel/2653471/cliplink/394415283"
"KC603PO20N000000081","진안고원시장","전라북도","진안군","4572025021","진안읍","4572025000","진안읍","45","전라북도 진안군 진안읍시장1길 16","55430","다마936551","35.7926332","127.4294238","상설장+5일장","5일","60.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","jinanmarket.modoo.at","Y","Y","1918","","25351.0","3.0","168.0","151.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","https://tv.naver.com/v/12185219?query=%EC%A7%84%EC%95%88%EA%B3%A0%EC%9B%90%EC%8B%9C%EC%9E%A5&plClips=false:17774356:12961925:12185219:17737749:15020530:3831640:15227216:12570210:10344780","https://tv.kakao.com//channel/2653378/cliplink/412457667,https://tv.kakao.com//channel/2653341/cliplink/406181004"
"KC603PO20N000000082","약목시장","경상북도","칠곡군","4785036028","약목면","4785036000","약목면","47","경상북도 칠곡군 약목로 1길 5-2","39826","라마780820","36.0323422","128.3658582","상설장+5일장","5일","18.0","농산물,수산물,가공식품,가정용품,음식점업","온누리+지역사랑상품권","","Y","Y","1965","","114951.0","4.0","378.0","304.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000083","왜관시장","경상북도","칠곡군","4785025021","왜관읍","4785025000","왜관읍","47","경상북도 칠곡군 왜관읍 시장2길 9","39886","라마809779","35.9951508","128.3982558","상설장+5일장","5일","120.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","온누리+지역사랑상품권","","Y","Y","1981","","114951.0","4.0","378.0","304.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018160000-01-000_SC03&program_code=T2000-0093&program_id=PS-2018160000-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/20974546?query=%EC%99%9C%EA%B4%80%EC%8B%9C%EC%9E%A5&plClips=false:20974546:14630726:13735487:5032986:4596662:21736544:21740308:4228608:21604210:8256361:5058807:20987394:16431922:1320159:1320027:5793655:8271513:9383714:9782171:5646477:9396603:9494612:12519297:9251945:8013240:5623454:9339481:11004415:5903673:5769123:5859496:5240442:8396218:4687588:8340394:9939156:5058971,https://tv.naver.com/v/4228608?query=%EC%99%9C%EA%B4%80%EC%8B%9C%EC%9E%A5&plClips=false:20974546:14630726:13735487:5032986:4596662:21736544:21740308:4228608:21604210:8256361:5058807:20987394:16431922:1320159:1320027:5793655:8271513:9383714:9782171:5646477:9396603:9494612:12519297:9251945:8013240:5623454:9339481:11004415:5903673:5769123:5859496:5240442:8396218:4687588:8340394:9939156:5058971","https://tv.kakao.com//channel/2653341/cliplink/391389758"
"KC603PO20N000000084","진도읍조금시장","전라남도","진도군","4690025021","진도읍","4690025000","진도읍","46","전라남도 진도군 진도읍 조금시장길 28","58922","나라859103","34.4811029","126.2576888","5일장","5일","34.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","","Y","Y","1964","","30748.0","11.0","266.0","116.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000085","용답상가시장","서울특별시","성동구","1120012200","용답동","1120079000","용답동","11","서울특별시 성동구 용답25라길 23","04805","다사605516","37.5635180","127.0530067","상설장","-","167.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","","N","Y","2011","","294272.0","8.0","3240.0","91.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000086","망미삼성상가시장","부산광역시","수영구","2650010100","망미동","2650074000","망미1동","26","부산광역시 수영구 망미로30번길 23","48238","마라457871","35.1686087","129.1008259","상설장","-","25.0","음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","Y","1992","","176885.0","38.0","2851.0","62.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000087","삼익비치B상가시장","부산광역시","수영구","2650010500","남천동","2650067000","남천2동","26","부산광역시 수영구 광안해변로54번길 222","48305","마라471846","35.1461444","129.1153256","상설장","-","123.0","수산물,가공식품,의류 및 신발,가정용품,음식점업,근린생활서비스,","지역사랑상품권","","Y","Y","1981","","176885.0","38.0","2851.0","62.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000088","동부시장","인천광역시","동구","2814010700","송림동","2814063000","송림6동","28","인천광역시 동구 샛골로 164-5","22544","다사244423","37.4769981","126.6452481","상설장","-","54.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","온누리+지역사랑상품권","","Y","Y","1971","","62747.0","9.0","10525.0","6.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021041700-01-000_MFSC2&program_code=T2000-0093&program_id=PS-2021041700-01-000&section_code=05&broadcast_complete_yn=N","http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100540100001,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100540100002,http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106100535100001","","https://tv.naver.com/v/19220277?query=%EB%8F%99%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21146167:20695703:20049566:20636616:16220968:16101664:15224305:21227582:14728013:10039199:15808488:10742617:11226468:8848512:20195808:11617408:1900224:19178537:18948327:2514282:19220277:14588398:12136530:11243962:4877562:9208340:21838466:5082850:18379410:20144253:3392188:17427116:15157967:21957727:13652188:4706360:18888012:22048092:19852850:14120003,https://tv.naver.com/v/19220277?query=%EB%8F%99%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21146167:20695703:20049566:20636616:16220968:16101664:15224305:21227582:14728013:10039199:15808488:10742617:11226468:8848512:20195808:11617408:1900224:19178537:18948327:2514282:19220277:14588398:12136530:11243962:4877562:9208340:21838466:5082850:18379410:20144253:3392188:17427116:15157967:21957727:13652188:4706360:18888012:22048092:19852850:14120003","https://tv.kakao.com//channel/2653341/cliplink/417741884"
"KC603PO20N000000089","동방시장","부산광역시","수영구","2650010300","민락동","2650080000","민락동","26","부산광역시 수영구 감포로8번길 10","48277","마라476860","35.1591235","129.1212751","상설장","-","30.0","가공식품,음식점업,근린생활서비스","지역사랑상품권","","Y","N","1977","","176885.0","38.0","2851.0","62.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
